Ticker,Report Date,SimFinId,Currency,Fiscal Year,Fiscal Period,Publish Date,Restated Date,Shares (Basic),Shares (Diluted),Revenue,Cost of Revenue,Gross Profit,Operating Expenses,"Selling, General & Administrative",Research & Development,Depreciation & Amortization,Operating Income (Loss),Non-Operating Income (Loss),"Interest Expense, Net","Pretax Income (Loss), Adj.",Abnormal Gains (Losses),Pretax Income (Loss),"Income Tax (Expense) Benefit, Net",Income (Loss) from Continuing Operations,Net Extraordinary Gains (Losses),Net Income,Net Income (Common),Zombie Indicator
NWY,2020-01-31,33184,USD,2019,FY,2020-06-09,2020-06-09,64346000.0,64346000.0,826990000.0,-594890000.0,232100000.0,-273456000.0,-273456000.0,,,-41356000,833000.0,833000.0,-40523000,-20569000.0,-61092000,-531000.0,-61623000,,-61623000,-61623000,-49.64705882352941
OAK,2019-12-31,628032,USD,2019,FY,2020-03-02,2022-03-14,80045000.0,80045000.0,928987000.0,-368196000.0,560791000.0,-474335000.0,-189447000.0,,-20287000.0,86456000,318338000.0,171711000.0,404794000,-7836000.0,396958000,-9620000.0,387338000,,154839000,127523000,0.5034971551036335
OAK,2020-12-31,628032,USD,2020,FY,2021-02-26,2022-03-14,98512000.0,98512000.0,429064000.0,-131562000.0,297502000.0,-180104000.0,-23065000.0,,-2052000.0,117398000,264352000.0,160524000.0,381750000,-289804000.0,91946000,-8211000.0,83735000,,165719000,138403000,0.7313423537913334
OCX,2019-12-31,1253242,USD,2019,FY,2020-03-26,2021-03-19,51296000.0,51296000.0,,,,-22239000.0,-15445000.0,-6794000.0,,-22239000,15000.0,299000.0,-22224000,-202000.0,-22426000,,-22426000,,-22426000,-22426000,-74.37792642140468
ODT,2018-12-31,790464,USD,2018,FY,2019-02-22,2019-02-22,24462293.0,24462293.0,,,,-90764000.0,-10816000.0,-79948000.0,,-90764000,1804000.0,1804000.0,-88960000,,-88960000,,-88960000,,-88960000,-88960000,-50.312638580931264
ONCT,2019-12-31,796059,USD,2019,FY,2020-03-16,2021-03-12,10329000.0,10329000.0,2425000.0,,,-17445000.0,-7286000.0,-10159000.0,,-15020000,188000.0,188000.0,-14832000,-19356000.0,-34188000,,-34188000,,-34188000,-34188000,-79.8936170212766
ONCT,2020-12-31,796059,USD,2020,FY,2021-03-11,2022-03-10,20305000.0,20305000.0,3375000.0,,,-20917000.0,-8373000.0,-12544000.0,,-17542000,317000.0,16000.0,-17225000,,-17225000,,-17225000,,-17225000,-17225000,-1096.375
ONCYF,2018-12-31,1253395,USD,2018,FY,2019-03-15,2021-03-05,,,,,,-17272785.0,,-10027994.0,,-17272785,783602.0,173496.0,-16489183,,-16489183,-548042.0,-17037225,,-17037225,-17037225,-99.55725204039287
ONEM,2018-12-31,1008081,USD,2018,FY,2019-03-28,2021-03-17,16735541.0,16735541.0,212678000.0,-136180000.0,76498000.0,-121544000.0,-111597000.0,,-9947000.0,-45046000,1447000.0,1447000.0,-43599000,-1877000.0,-45476000,-25000.0,-45501000,,-44415000,-44415000,-31.130615065653075
ONEM,2019-12-31,1008081,USD,2019,FY,2020-02-10,2022-02-23,18476127.0,18476127.0,276258000.0,-167618000.0,108640000.0,-162753000.0,-148485000.0,,-14268000.0,-54113000,4024000.0,4024000.0,-50089000,-3519000.0,-53608000,-87000.0,-53695000,,-52554000,-52554000,-13.447564612326044
ONVO,2017-03-31,53151,USD,2016,FY,2017-06-07,2017-06-07,4502868.0,4502868.0,4230000.0,-956000.0,3274000.0,-41849000.0,-22304000.0,-19545000.0,,-38575000,198000.0,198000.0,-38377000,-47000.0,-38424000,-23000.0,-38447000,,-38447000,-38447000,-194.82323232323233
ONVO,2018-03-31,53151,USD,2017,FY,2018-05-31,2018-05-31,5362199.0,5362199.0,4603000.0,-1030000.0,3573000.0,-38844000.0,-20888000.0,-17956000.0,,-35271000,466000.0,478000.0,-34805000,4000.0,-34801000,-2000.0,-34803000,,-34803000,-34803000,-73.7887029288703
ONVO,2019-03-31,53151,USD,2018,FY,2019-06-03,2019-06-03,5768995.0,5768995.0,3091000.0,-482000.0,2609000.0,-29883000.0,-15131000.0,-14752000.0,,-27274000,705000.0,705000.0,-26569000,-63000.0,-26632000,-3000.0,-26635000,,-26635000,-26635000,-38.686524822695034
ONVO,2020-03-31,53151,USD,2019,FY,2020-07-29,2021-06-15,6477808.0,6477808.0,2196000.0,-328000.0,1868000.0,-23343000.0,-18059000.0,-5284000.0,,-21475000,2129000.0,594000.0,-19346000,638000.0,-18708000,-2000.0,-18710000,,-18710000,-18710000,-36.15319865319865
ONVO,2021-03-31,53151,USD,2020,FY,2021-06-15,2022-06-10,6902000.0,6902000.0,,,,-16826000.0,-15723000.0,-1103000.0,,-16826000,21000.0,15000.0,-16805000,-19000.0,-16824000,2000.0,-16822000,,-16822000,-16822000,-1121.7333333333333
OOMA,2017-01-31,208053,USD,2016,FY,2017-03-20,2018-04-02,17490448.0,17490448.0,104524000.0,-45195000.0,59329000.0,-72605000.0,-48366000.0,-24239000.0,,-13276000,327000.0,327000.0,-12949000,,-12949000,,-12949000,,-12949000,-12949000,-40.599388379204896
OOMA,2018-01-31,208053,USD,2017,FY,2018-04-02,2018-04-02,18570128.0,18570128.0,114490000.0,-46398000.0,68092000.0,-81816000.0,-52488000.0,-29328000.0,,-13724000,603000.0,603000.0,-13121000,,-13121000,,-13121000,,-13121000,-13121000,-22.759535655058045
OPRX,2016-12-31,654256,USD,2016,FY,2017-03-08,2018-03-08,29707918.0,29707918.0,7751462.0,-3411396.0,4340066.0,-5312277.0,-5076993.0,,-235284.0,-972211,42309.0,42309.0,-929902,-609301.0,-1539203,0.0,-1539203,,-1539203,-1539203,-22.978822472759934
OPRX,2017-12-31,654256,USD,2017,FY,2018-03-08,2019-03-12,29459259.0,29459259.0,12127422.0,-6174614.0,5952808.0,-7180385.0,-6855834.0,,-324551.0,-1227577,25937.0,25937.0,-1201640,-902389.0,-2104029,0.0,-2104029,,-2104029,-2104029,-47.32918224929637
OPRX,2019-12-31,654256,USD,2019,FY,2020-03-26,2021-03-08,13387863.0,13387863.0,24598274.0,-9158699.0,15439575.0,-16872841.0,-15590054.0,,-1282787.0,-1433266,288028.0,288028.0,-1145238,-2895298.0,-4040536,897960.0,-3142576,,-3142576,-3142576,-4.976134264724263
OPRX,2020-12-31,654256,USD,2020,FY,2021-03-08,2022-02-28,14827923.0,14827923.0,43313323.0,-19207902.0,24105421.0,-26240740.0,-20992012.0,,-2075888.0,-2135319,68582.0,68582.0,-2066737,-140390.0,-2207127,,-2207127,,-2207127,-2207127,-31.135268729404217
OPTT,2017-04-30,1020998,USD,2017,FY,2017-07-14,2018-07-17,212959.0,212959.0,843000.0,-938000.0,-95000.0,-11592000.0,-6563000.0,-5029000.0,,-11687000,12000.0,28000.0,-11675000,1491000.0,-10184000,698000.0,-9486000,,-9486000,-9486000,-417.39285714285717
OPTT,2018-04-30,1020998,USD,2018,FY,2018-06-08,2019-07-22,767330.0,767330.0,511000.0,-763000.0,-252000.0,-11308000.0,-6988000.0,-4320000.0,,-11560000,162000.0,83000.0,-11398000,122000.0,-11276000,1119000.0,-10157000,,-10157000,-10157000,-139.27710843373495
OPTT,2019-04-30,1020998,USD,2019,FY,2019-07-22,2020-06-29,1286727.0,1286727.0,632000.0,-1303000.0,-671000.0,-12600000.0,-7616000.0,-4984000.0,,-13271000,-20000.0,35000.0,-13291000,195000.0,-13096000,850000.0,-12246000,,-12246000,-12246000,-379.1714285714286
OPTT,2020-04-30,1020998,USD,2020,FY,2020-06-29,2021-07-19,7209732.0,7209732.0,1682000.0,-1787000.0,-105000.0,-11260000.0,-6916000.0,-4344000.0,,-11365000,112000.0,124000.0,-11253000,6000.0,-11247000,895000.0,-10352000,,-10352000,-10352000,-91.65322580645162
OPTT,2021-04-30,1020998,USD,2021,FY,2021-07-19,2022-07-13,23160885.0,23160885.0,1206000.0,-2279000.0,-1073000.0,-12519000.0,,,,-13592000,56000.0,124000.0,-13536000,-1224000.0,-14760000,,-14760000,,-14760000,-14760000,-109.61290322580645
ORIC,2019-12-31,1873018,USD,2019,FY,2020-02-19,2022-03-21,39575660.0,39575660.0,,,,-28569000.0,-5725000.0,-22844000.0,,-28569000,1686000.0,1397000.0,-26883000,,-26883000,,-26883000,,-26883000,-26883000,-20.45025053686471
ORIC,2020-12-31,1873018,USD,2020,FY,2021-03-23,2022-03-21,39575660.0,39575660.0,,,,-49343000.0,-13422000.0,-35921000.0,,-49343000,483000.0,306000.0,-48860000,-24843000.0,-73703000,,-73703000,,-73703000,-73703000,-161.2516339869281
OSPN,2020-12-31,147770,USD,2020,FY,2021-02-25,2022-02-22,40035000.0,40035000.0,215691000.0,-67632000.0,148059000.0,-153317000.0,-103001000.0,-41194000.0,-9122000.0,-5258000,1838000.0,404000.0,-3420000,,-3420000,-2035000.0,-5455000,,-5455000,-5455000,-13.014851485148515
OSTK,2018-12-31,176064,USD,2018,FY,2019-03-18,2021-02-26,29976000.0,29976000.0,1821592000.0,-1467684000.0,353908000.0,-571114000.0,-438960000.0,,,-217206000,-2748000.0,740000.0,-219954000,,-219954000,2384000.0,-217570000,,-206070000,-206070000,-293.52162162162165
OSTK,2019-12-31,176064,USD,2019,FY,2020-03-13,2022-02-25,34865000.0,34865000.0,1434974000.0,-1147025000.0,287949000.0,-350356000.0,-237333000.0,,,-62407000,559000.0,1201000.0,-61848000,,-61848000,-1060000.0,-62908000,-71812000.0,-121841000,-121841000,-51.962531223980015
OXFD,2019-12-31,124252,USD,2019,FY,2020-03-06,2020-03-06,26569342.0,26569342.0,73710000.0,-19288000.0,54422000.0,-59435000.0,-50737000.0,-8698000.0,,-5013000,2366000.0,4247000.0,-2647000,-1110000.0,-3757000,2417000.0,-1340000,-469000.0,-1809000,-1809000,-1.1803626089004002
PATH,2021-01-31,1253258,USD,2020,FY,2021-03-12,2022-04-04,215352000.0,215352000.0,607643000.0,-65857000.0,541786000.0,-652109000.0,-542189000.0,-109920000.0,,-110323000,15665000.0,1152000.0,-94658000,,-94658000,2265000.0,-92393000,,-92393000,-92393000,-95.76649305555556
PAYS,2020-12-31,921205,USD,2020,FY,2021-03-26,2022-03-23,49272494.0,49272494.0,24120434.0,-14817028.0,9303406.0,-17216194.0,-15091432.0,,-2124762.0,-7912788,90720.0,90720.0,-7822068,-425312.0,-8247380,-894182.0,-9141562,,-9141562,-9141562,-87.22208994708994
PBYI,2016-12-31,668565,USD,2016,FY,2017-03-01,2018-03-09,33295114.0,33295114.0,,,,-276596000.0,-53798000.0,-222798000.0,,-276596000,585000.0,958000.0,-276011000,,-276011000,,-276011000,,-276011000,-276011000,-288.7223382045929
PBYI,2017-12-31,668565,USD,2017,FY,2018-03-09,2019-03-01,37169678.0,37169678.0,27685000.0,-5572000.0,22113000.0,-314503000.0,-106693000.0,-207810000.0,,-292390000,435000.0,536000.0,-291955000,,-291955000,,-291955000,,-291955000,-291955000,-545.5037313432836
PCVX,2019-12-31,1253394,USD,2019,FY,2020-02-12,2022-02-28,3795090.0,3795090.0,,,,-54153000.0,-8546000.0,-45607000.0,,-53916000,457000.0,592000.0,-53459000,3185000.0,-50274000,,-50274000,,-50274000,-50274000,-91.07432432432432
PCVX,2020-12-31,1253394,USD,2020,FY,2021-03-29,2022-02-28,29545810.0,29545810.0,,,,-89581000.0,-16017000.0,-73564000.0,,-87103000,-2114000.0,237000.0,-89217000,,-89217000,,-89217000,,-89217000,-89217000,-367.52320675105483
PD,2019-01-31,987612,USD,2018,FY,2019-03-10,2021-03-19,21410000.0,21410000.0,117823000.0,-17255000.0,100568000.0,-142889000.0,-104031000.0,-38858000.0,,-42321000,2281000.0,1249000.0,-40040000,,-40040000,-701000.0,-40741000,,-40741000,-40741000,-33.88390712570056
PD,2020-01-31,987612,USD,2019,FY,2020-03-19,2022-03-17,65544000.0,65544000.0,166351000.0,-24579000.0,141772000.0,-197331000.0,-148320000.0,-49011000.0,,-55559000,5895000.0,5692000.0,-49664000,,-49664000,-675000.0,-50339000,,-50339000,-50339000,-9.760892480674631
PEGA,2018-12-31,448267,USD,2018,FY,2019-02-20,2021-02-17,78564000.0,83064000.0,891581000.0,-301765000.0,589816000.0,-606848000.0,-425138000.0,-181710000.0,,-17032000,5489000.0,2705000.0,-11543000,,-11543000,22160000.0,10617000,,10617000,10617000,-6.296487985212569
PEGA,2019-12-31,448267,USD,2019,FY,2020-02-12,2022-02-16,79055000.0,79055000.0,911383000.0,-310022000.0,601361000.0,-736239000.0,-531029000.0,-205210000.0,,-134878000,32000.0,1808000.0,-134846000,,-134846000,44413000.0,-90433000,,-90433000,-90433000,-74.60066371681415
PEN,2016-12-31,920930,USD,2016,FY,2017-02-28,2019-02-26,30464583.0,33478078.0,263317000.0,-92488000.0,170829000.0,-172179000.0,-148304000.0,-23875000.0,,-1350000,481000.0,2323000.0,-869000,0.0,-869000,15683000.0,14814000,,14814000,14814000,-0.581145071028842
PEN,2017-12-31,920930,USD,2017,FY,2018-02-27,2019-02-26,32978065.0,35319103.0,333764000.0,-116622000.0,217142000.0,-215977000.0,-184316000.0,-31661000.0,,1165000,1311000.0,2653000.0,2476000,0.0,2476000,3611000.0,4657000,,4657000,4657000,0.4391255182811911
PEN,2020-12-31,920930,USD,2020,FY,2021-02-23,2022-02-22,35766892.0,35766892.0,560412000.0,-222237000.0,338175000.0,-377117000.0,-287068000.0,-90049000.0,,-38942000,924000.0,1267000.0,-38018000,,-38018000,18761000.0,-19257000,,-15702000,-15702000,-30.73559589581689
PESI,2018-12-31,664574,USD,2018,FY,2019-04-01,2019-04-01,11855000.0,11855000.0,49539000.0,-41078000.0,8461000.0,-12111000.0,-10741000.0,-1370000.0,,-3650000,-2000.0,6000.0,-3652000,1642000.0,-2010000,936000.0,-1074000,-667000.0,-1421000,-1421000,-608.3333333333334
PINS,2018-12-31,979810,USD,2018,FY,2019-02-07,2021-02-05,127091000.0,127091000.0,755932000.0,-241584000.0,514348000.0,-589069000.0,-337407000.0,-251662000.0,,-74721000,12157000.0,12157000.0,-62564000,,-62564000,-410000.0,-62974000,,-62974000,-62974000,-6.146335444599819
PINS,2019-12-31,979810,USD,2019,FY,2020-02-07,2022-02-03,420473000.0,420473000.0,1142761000.0,-358903000.0,783858000.0,-2172724000.0,-965665000.0,-1207059000.0,,-1388866000,28027000.0,28027000.0,-1360839000,,-1360839000,-532000.0,-1361371000,,-1361371000,-1361371000,-49.55457237663681
PINS,2020-12-31,979810,USD,2020,FY,2021-02-05,2022-02-03,596264000.0,596264000.0,1692658000.0,-449358000.0,1243300000.0,-1385804000.0,-779610000.0,-606194000.0,,-142504000,15484000.0,15484000.0,-127020000,,-127020000,-1303000.0,-128323000,,-128323000,-128323000,-9.203306639111341
PLAN,2018-01-31,925650,USD,2017,FY,2018-03-12,2019-03-29,18956000.0,18956000.0,168347000.0,-51985000.0,116362000.0,-162281000.0,-131373000.0,-30908000.0,,-45919000,-374000.0,108000.0,-46293000,,-46293000,-1261000.0,-47554000,,-47554000,-47554000,-425.1759259259259
PLAN,2019-01-31,925650,USD,2018,FY,2019-03-12,2021-03-12,53328000.0,53328000.0,240642000.0,-67398000.0,173244000.0,-301507000.0,-252509000.0,-48998000.0,,-128263000,456000.0,1921000.0,-127807000,,-127807000,-3209000.0,-131016000,,-131016000,-131016000,-66.76887038001041
PLAN,2020-01-31,925650,USD,2019,FY,2020-03-30,2022-03-23,129799000.0,129799000.0,348022000.0,-90777000.0,257245000.0,-405678000.0,-337282000.0,-68396000.0,,-148433000,3669000.0,4478000.0,-144764000,,-144764000,-4453000.0,-149217000,,-149217000,-149217000,-33.14716391246092
PLAN,2021-01-31,925650,USD,2020,FY,2021-03-12,2022-03-23,139499000.0,139499000.0,447755000.0,-108979000.0,338776000.0,-492555000.0,-392032000.0,-100523000.0,,-153779000,3903000.0,167000.0,-149876000,,-149876000,-4091000.0,-153967000,,-153967000,-153967000,-920.8323353293413
PLSE,2016-12-31,1253396,USD,2016,FY,2017-03-20,2019-03-14,11009000.0,11009000.0,,,,-9586000.0,-3415000.0,-5506000.0,-665000.0,-9586000,68000.0,68000.0,-9518000,,-9518000,,-9518000,,-9518000,-9518000,-140.97058823529412
PLSE,2017-12-31,1253396,USD,2017,FY,2018-03-16,2020-03-16,14754000.0,14754000.0,,,,-25814000.0,-15503000.0,-9646000.0,-665000.0,-25814000,247000.0,247000.0,-25567000,,-25567000,,-25567000,,-25567000,-25567000,-104.51012145748987
PLSE,2018-12-31,1253396,USD,2018,FY,2019-03-14,2021-03-12,17078000.0,17078000.0,,,,-37963000.0,-20045000.0,-17253000.0,-665000.0,-37963000,418000.0,446000.0,-37545000,,-37545000,,-37545000,,-37545000,-37545000,-85.11883408071749
PLSE,2019-12-31,1253396,USD,2019,FY,2020-03-16,2022-03-31,20838000.0,20838000.0,,,,-47954000.0,-22993000.0,-24961000.0,,-47954000,983000.0,983000.0,-46971000,,-46971000,,-46971000,,-46971000,-46971000,-48.78331637843337
PLSE,2020-12-31,1253396,USD,2020,FY,2021-03-12,2022-03-31,22540000.0,22540000.0,,,,-49965000.0,-23521000.0,-26444000.0,,-49965000,114000.0,114000.0,-49851000,,-49851000,,-49851000,,-49851000,-49851000,-438.2894736842105
PLTR,2019-12-31,1039027,USD,2019,FY,2020-02-13,2022-02-24,576958560.0,576958560.0,742555000.0,-242373000.0,500182000.0,-1076626000.0,-771063000.0,-305563000.0,,-576444000,9173000.0,12029000.0,-567271000,,-567271000,-12375000.0,-579646000,,-579646000,-579646000,-47.92119045639704
PPSI,2020-12-31,88673,USD,2020,FY,2021-03-30,2022-03-31,8726000.0,8726000.0,19490000.0,-18609000.0,881000.0,-5165000.0,-5165000.0,,,-4284000,1303000.0,334000.0,-2981000,,-2981000,-5000.0,-2986000,,-2986000,-2986000,-12.826347305389222
PRDO,2016-12-31,1241826,USD,2016,FY,2017-02-23,2019-02-20,68373000.0,68373000.0,704392000.0,-235100000.0,469292000.0,-500472000.0,-477725000.0,,-22747000.0,-31180000,978000.0,678000.0,-30202000,-1164000.0,-31366000,16550000.0,-14816000,-3896000.0,-18712000,-18712000,-45.9882005899705
PSNL,2019-12-31,1252816,USD,2019,FY,2020-03-25,2022-02-24,31345029.0,31345029.0,65207000.0,-43127000.0,22080000.0,-44498000.0,-22080000.0,-22418000.0,,-22418000,-953000.0,487000.0,-23371000,-1704000.0,-25075000,-9000.0,-25084000,,-25084000,-25084000,-46.03285420944559
PSNL,2020-12-31,1252816,USD,2020,FY,2021-02-25,2022-02-24,42265596.0,42265596.0,78648000.0,-58534000.0,20114000.0,-62260000.0,-33692000.0,-28568000.0,,-42146000,923000.0,947000.0,-41223000,,-41223000,-57000.0,-41280000,,-41280000,-41280000,-44.50475184794087
PSTI,2020-06-30,201828,USD,2020,FY,2020-09-10,2021-09-13,18197303.0,18197303.0,23000.0,,,-29499000.0,-7922000.0,-21577000.0,,-29476000,324000.0,324000.0,-29152000,,-29152000,,-29152000,,-29152000,-29152000,-90.9753086419753
PSTI,2021-06-30,201828,USD,2021,FY,2021-09-13,2022-09-21,28113636.0,28113636.0,,,,-50623.0,-20557.0,-30066.0,,-50623,758.0,758.0,-49865,,-49865,,-49865,,-49864,-49864,-66.78496042216359
PTE,2016-12-31,184064,USD,2016,FY,2017-01-30,2018-01-30,83841.0,83841.0,,,,-4099000.0,-4099000.0,0.0,,-4099000,18000.0,18000.0,-4081000,248000.0,-3833000,,-3833000,-807000.0,-4640000,-10642000,-227.72222222222223
PTE,2017-12-31,184064,USD,2017,FY,2018-02-28,2019-01-14,196933.0,196933.0,0.0,0.0,,-25919000.0,-18812000.0,-7107000.0,,-25919000,23000.0,23000.0,-25896000,-104584000.0,-130480000,0.0,-130480000,-349000.0,-130829000,-131322000,-1126.9130434782608
PTE,2018-12-31,184064,USD,2018,FY,2019-01-14,2019-01-14,610389.0,610389.0,1563000.0,-1002000.0,561000.0,-69993000.0,-50617000.0,-19376000.0,,-69432000,395000.0,395000.0,-69037000,3294000.0,-65743000,302000.0,-65441000,0.0,-65441000,-74161000,-175.77721518987343
PTE,2019-12-31,184064,USD,2019,FY,2020-03-12,2021-03-30,998654.0,998654.0,5652000.0,-2479000.0,3173000.0,-96566000.0,-80169000.0,-16397000.0,,-93393000,900000.0,151000.0,-92493000,,-92493000,,-92493000,,-92493000,-92493000,-618.4966887417219
PTON,2019-06-30,963029,USD,2019,FY,2019-08-06,2021-08-27,22911764.0,22911764.0,915000000.0,-531500000.0,383500000.0,-585800000.0,-531000000.0,-54800000.0,,-202300000,6700000.0,7000000.0,-195600000,,-195600000,-100000.0,-195700000,,-195700000,-245700000,-28.9
PTON,2020-06-30,963029,USD,2020,FY,2020-09-11,2022-09-07,220952237.0,220952237.0,1825900000.0,-988200000.0,837700000.0,-917200000.0,-828100000.0,-89100000.0,,-79500000,12300000.0,16200000.0,-67200000,-1200000.0,-68400000,-3300000.0,-71700000,,-71700000,-71700000,-4.907407407407407
PYXS,2020-12-31,1841390,USD,2020,FY,2021-02-15,2022-03-29,32561228.0,32561228.0,,,,-12894000.0,-3846000.0,-9048000.0,,-12894000,66000.0,66000.0,-12828000,,-12828000,,-12828000,,-12828000,-12828000,-195.36363636363637
QS,2019-12-31,1059132,USD,2019,FY,2020-02-23,2022-02-28,239636062.0,239636062.0,,,,-55818000.0,-9874000.0,-45944000.0,,-55818000,4555000.0,3514000.0,-51263000,,-51263000,,-51263000,,-51283000,-51283000,-15.884462151394422
RBBN,2016-12-31,909370,USD,2016,FY,2017-03-08,2019-03-05,49385000.0,49385000.0,252591000.0,-84980000.0,167611000.0,-177328000.0,-104487000.0,-72841000.0,,-9717000,2193000.0,769000.0,-7524000,-3892000.0,-11416000,-2516000.0,-13932000,,-13932000,-13932000,-12.635890767230169
RBBN,2017-12-31,909370,USD,2017,FY,2018-02-01,2019-03-05,58822000.0,58822000.0,329942000.0,-128446000.0,201496000.0,-232526000.0,-131045000.0,-101481000.0,,-31030000,1537000.0,263000.0,-29493000,-24199000.0,-53692000,18440000.0,-35252000,,-35252000,-35252000,-117.98479087452472
RBLX,2020-12-31,1338975,USD,2020,FY,2021-02-12,2022-02-25,182108000.0,182108000.0,923885000.0,-239898000.0,683987000.0,-950124000.0,-155725000.0,-201433000.0,,-266137000,1790000.0,1822000.0,-264347000,,-264347000,6656000.0,-257691000,,-253254000,-253254000,-146.06860592755214
RBOT,2020-12-31,1253250,USD,2020,FY,2021-03-26,2022-03-31,43125000.0,43125000.0,,,,-12985000.0,-3189000.0,-9796000.0,,-12985000,110000.0,110000.0,-12875000,,-12875000,,-12875000,,-12875000,-12875000,-118.04545454545455
RDFN,2016-12-31,808089,USD,2016,FY,2017-02-09,2018-02-22,14395067.0,14395067.0,267196000.0,-184452000.0,82744000.0,-105528000.0,-70940000.0,-34588000.0,,-22784000,258000.0,173000.0,-22526000,,-22526000,,-22526000,,-22526000,-78028000,-131.69942196531792
RDFN,2017-12-31,808089,USD,2017,FY,2018-02-22,2018-02-22,42722114.0,42722114.0,370036000.0,-258216000.0,111820000.0,-127792000.0,-85260000.0,-42532000.0,,-15972000,970000.0,882000.0,-15002000,,-15002000,,-15002000,,-15002000,-190917000,-18.108843537414966
RDFN,2018-12-31,808089,USD,2018,FY,2019-02-14,2021-02-24,85669039.0,85669039.0,486920000.0,-367496000.0,119424000.0,-163358000.0,-109561000.0,-53797000.0,,-43934000,1956000.0,1735000.0,-41978000,,-41978000,,-41978000,,-41978000,-41978000,-25.322190201729107
RDWR,2016-12-31,1242105,USD,2016,FY,2017-04-27,2019-04-15,43868221.0,43868221.0,196585000.0,-35695000.0,160890000.0,-173639000.0,-121907000.0,-51732000.0,,-12749000,5741000.0,5741000.0,-7008000,,-7008000,-1651000.0,-8659000,,-8659000,-8659000,-2.220693259014109
RDWR,2017-12-31,1242105,USD,2017,FY,2018-03-28,2020-04-02,45289296.0,47691868.0,211369000.0,-39616000.0,171753000.0,-185324000.0,-126321000.0,-59003000.0,,-13571000,11730000.0,4830000.0,-1841000,,-1841000,-5652000.0,-7493000,,-7493000,-7493000,-2.8097308488612835
RDWR,2020-12-31,1242105,USD,2020,FY,2021-04-20,2022-04-11,46460974.0,47739540.0,250027000.0,-45084000.0,204943000.0,-198775000.0,-131939000.0,-66836000.0,,6168000,7796000.0,7796000.0,13964000,,13964000,-4328000.0,9636000,,9636000,9636000,0.7911749615187276
REAL,2019-12-31,978937,USD,2019,FY,2020-03-11,2022-02-28,47478544.0,47478544.0,316354000.0,-114831000.0,201523000.0,-301628000.0,-158397000.0,,,-100105000,1875000.0,3977000.0,-98230000,,-98230000,-199000.0,-98429000,,-98429000,-101784000,-25.1709831531305
REMI,2017-03-31,76840,USD,2016,FY,2017-06-29,2018-07-13,19995969.0,19995969.0,2355706.0,-1170544.0,1185162.0,-2254938.0,-2091757.0,-8424.0,-154757.0,-1069776,645585.0,47244.0,-424191,1247537.0,823346,3564.0,826910,,844370,844370,-22.643637287274576
